product_id,model,name,price,msrp,quantity,weight,status,manufacturer_id,min_order,max_order,qty_blocks,make_an_offer,parent_product_id,category_ids,imageurl,matched_image_path,image_matched,description,seo.title,seo.description,seo.keywords,attributes.gemstoneName,attributes.cutType,attributes.color,attributes.shape,attributes.luster,attributes.hardness,attributes.treatment,attributes.origin,attributes.grade,attributes.size,attributes.caratWeight,additional_attributes.extra_field_6,additional_attributes.extra_field_13,additional_attributes.extra_field_39,additional_attributes.extra_field_22,additional_attributes.extra_field_15,additional_attributes.extra_field_38,additional_attributes.extra_field_66,attributes.clarity,additional_attributes.extra_field_18,additional_attributes.extra_field_25,additional_attributes.extra_field_29,additional_attributes.extra_field_27,additional_attributes.extra_field_32,additional_attributes.extra_field_16,additional_attributes.extra_field_19,additional_attributes.extra_field_41,additional_attributes.extra_field_21,additional_attributes.extra_field_51,additional_attributes.extra_field_17,additional_attributes.extra_field_26,additional_attributes.extra_field_24,additional_attributes.extra_field_30,additional_attributes.extra_field_37,additional_attributes.extra_field_24067,additional_attributes.extra_field_24069,additional_attributes.extra_field_24070,additional_attributes.extra_field_24071,additional_attributes.extra_field_24073,additional_attributes.extra_field_24074,additional_attributes.extra_field_24075,additional_attributes.extra_field_24076,additional_attributes.extra_field_24077,additional_attributes.extra_field_24084,additional_attributes.extra_field_24085,additional_attributes.extra_field_24086,additional_attributes.extra_field_24087,additional_attributes.extra_field_24088,additional_attributes.extra_field_24089,additional_attributes.extra_field_24090,additional_attributes.extra_field_24091,additional_attributes.extra_field_24092,additional_attributes.extra_field_24093,additional_attributes.extra_field_24094,additional_attributes.extra_field_24095,additional_attributes.extra_field_24097,additional_attributes.extra_field_24103,additional_attributes.extra_field_24106,additional_attributes.extra_field_24108,additional_attributes.extra_field_24110,additional_attributes.extra_field_24111,additional_attributes.extra_field_24112,additional_attributes.extra_field_24113,additional_attributes.extra_field_24114,additional_attributes.extra_field_24115,additional_attributes.extra_field_24116,additional_attributes.extra_field_24117,additional_attributes.extra_field_24118,additional_attributes.extra_field_24119,additional_attributes.extra_field_24120,additional_attributes.extra_field_24121,additional_attributes.extra_field_24122,additional_attributes.extra_field_24123,additional_attributes.extra_field_24124,additional_attributes.extra_field_24125,additional_attributes.extra_field_24126,additional_attributes.extra_field_24127,additional_attributes.extra_field_24128,additional_attributes.extra_field_24129,additional_attributes.extra_field_24130,additional_attributes.extra_field_24132,additional_attributes.extra_field_24133,additional_attributes.extra_field_24134,additional_attributes.extra_field_24135,additional_attributes.extra_field_24136,additional_attributes.extra_field_24137,additional_attributes.extra_field_24138,additional_attributes.extra_field_24139,additional_attributes.extra_field_24142,additional_attributes.extra_field_24143,additional_attributes.extra_field_24145,additional_attributes.extra_field_24146,additional_attributes.extra_field_24149,additional_attributes.extra_field_24150,additional_attributes.extra_field_24151,additional_attributes.extra_field_25313,additional_attributes.extra_field_25314,additional_attributes.extra_field_25315,additional_attributes.extra_field_25316,additional_attributes.extra_field_25317,additional_attributes.extra_field_28,additional_attributes.extra_field_45,additional_attributes.extra_field_23,additional_attributes.extra_field_55,additional_attributes.extra_field_60,additional_attributes.extra_field_31,additional_attributes.extra_field_56,additional_attributes.extra_field_20,seo.product_url,additional_attributes.extra_field_59,additional_attributes.extra_field_33,additional_attributes.extra_field_54,additional_attributes.extra_field_36,additional_attributes.extra_field_67,additional_attributes.extra_field_0,additional_attributes.extra_field_22821,additional_attributes.extra_field_79,additional_attributes.extra_field_96,additional_attributes.extra_field_93,additional_attributes.extra_field_89,additional_attributes.extra_field_90,additional_attributes.extra_field_78,additional_attributes.extra_field_99,additional_attributes.extra_field_77,additional_attributes.extra_field_74,additional_attributes.extra_field_73,additional_attributes.extra_field_72,additional_attributes.extra_field_98,additional_attributes.extra_field_82,additional_attributes.extra_field_85,additional_attributes.extra_field_100,additional_attributes.extra_field_101,additional_attributes.extra_field_81,additional_attributes.extra_field_83,additional_attributes.extra_field_86,additional_attributes.extra_field_87,additional_attributes.extra_field_91,additional_attributes.extra_field_95,additional_attributes.extra_field_102,additional_attributes.extra_field_103,additional_attributes.extra_field_75,additional_attributes.extra_field_80,additional_attributes.extra_field_84,additional_attributes.extra_field_70,additional_attributes.extra_field_40,category_id,category,subcategory,subcategory_2,category_path,category_ids_resolved,category_paths_all
120,G1033079781,295.97 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,739.925,1800.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:14x10 mm. (Lot only please!!).,295.97 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,295.97 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,"295.97 ct., Oval, Amethyst, Cabochon, Lot Size, 14x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,14x10 mm,295.97 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
122,G1033152528,111.78 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,279.45,675.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:14x10 mm. (Lot only please!!).,111.78 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,111.78 ct. Oval Amethyst Cabochon Lot Size 14x10 mm,"111.78 ct., Oval, Amethyst, Cabochon, Lot Size, 14x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,14x10 mm,111.78 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
124,G1033191214,10 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,25.0,75.0,2,0.01,True,0,1,0.0,1,False,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,10 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,10 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"10 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,10 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
125,G1033216026,97.47 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,243.65,600.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,97.47 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,97.47 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"97.47 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,97.47 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
126,G1033225939,114.52 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,286.3,700.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,114.52 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,114.52 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"114.52 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,114.52 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
127,G1033237883,90.92 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,227.3,550.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,90.92 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,90.92 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"90.92 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,90.92 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
128,G1033246623,164.36 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,410.9,1150.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,164.36 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,164.36 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"164.36 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,164.36 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
129,G1033257215,24.08 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,72.25,150.0,10,0.01,True,0,1,0.0,1,False,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,24.08 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,24.08 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"24.08 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,24.08 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
130,G1033279885,85.86 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,214.65,525.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,85.86 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,85.86 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"85.86 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,85.86 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
131,G1033288591,28.12 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,84.36,175.0,2,0.01,True,0,1,0.0,1,False,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,28.12 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,28.12 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"28.12 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,28.12 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
132,G1033296558,127.30 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,318.25,765.0,2,0.01,True,0,1,0.0,1,True,0,"[""198""]",stockimg/am04l.jpg,product-images-migration/stockimg/100/am04l.jpg,True,Originated from the mines in Africa Fine Luster VS clarity Superfine quality Oval shape Violet/Purple color Amethyst cabochons in size:12x10 mm. (Lot only please!!).,127.30 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,127.30 ct. Oval Amethyst Cabochon Lot Size 12x10 mm,"127.30 ct., Oval, Amethyst, Cabochon, Lot Size, 12x10 mm, Super Fine, Violet, Purple",Amethyst,Cabochon,Violet,Oval,Fine,7,Heat Treated,Africa,Super Fine,12x10 mm,127.30 ct.,VS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,Semi Precious,Semi Precious Deals And Steals,,Semi Precious > Semi Precious Deals And Steals,198,Semi Precious > Semi Precious Deals And Steals
