products_id,products_model,products_price,products_quantity,products_weight,products_status,products_name,products_description,products_seo_url,products_head_title_tag,products_head_desc_tag,products_head_keywords_tag,categories_name,products_image,products_image_sm_1,products_image_sm_2,products_image_sm_3,products_image_sm_4,products_image_sm_5,products_image_sm_6,color,gemstone_name,grade,cut,shape,clarity_grade,luster,hardness,treatment,origin,size,approx_weight,clarity,metal_material,metal_weight,ring_size,carat_range,size_range,gold_color,watch_brand,watch_model,watch_gender,Unnamed: 42
6589,BLD8012006009,71.0000,100,0.01,1,1 Cts twt. Black Diamond Lot size 3.0-5.0 mm (0.10 - 0.50 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,1 Cts twt. Black Diamond Lot size 3.0-5.0 mm (0.10 - 0.50 cts),1 Cts twt. Black Diamond Lot size 3.0-5.0 mm (0.10 - 0.50 cts),"Black Diamonds, Lot, 1 cts, in, size 3.5 mm",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,AAA,Faceted,Round,,Very Nice,10,Heat Treated,Africa,,1 ct.,Opaque,,,,0.10-0.50 ct.,3-5 mm,,,,,
6604,BLD8012006024,899.0000,8,0.01,1,10 Cts twt. Black Diamond Lot size (1.00 - 1.75 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,10 Cts twt. Black Diamond Lot size (1.00 - 1.75 cts),10 Cts twt. Black Diamond Lot size (1.00 - 1.75 cts),"Black Diamonds, Lot, 10 cts, in, size, 1.00 - 1.75 cts ct",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,A,Very Good,Round,,Nice,10,Heat Treated,Africa,,10 ct.,Opaque,,,,1-1.75 ct.,,,,,,
6605,BLD8012006025,71.0000,42,0.01,1,1 Cts twt. Black Diamond Lot size 4.5-5.5 mm,"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,1 Cts twt. Black Diamond Lot size 4.5-5.5 mm,1 Cts twt. Black Diamond Lot size 4.5-5.5 mm,"Black Diamonds, Lot, 1 ct, in, size, 4.5-5.5 mm app",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396470604-b8d64e1a3e19dbf691873ec7928542aedf49fe9817d0e48d2fa22d8277ee9991.gif,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396470604-b8d64e1a3e19dbf691873ec7928542aedf49fe9817d0e48d2fa22d8277ee9991.gif,,,,,,Black,Black Diamond,AAA,Very Good,Round,,Very Nice,10,Heat Treated,Africa,,1 ct.,Opaque,,,,,4.5-5.5 mm,,,,,
6607,BLD8012006027,701.0000,15,0.01,1,10 Cts twt. Black Diamond Lot size (0.75 - 1.25 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,10 Cts twt. Black Diamond Lot size (0.75 - 1.25 cts),10 Cts twt. Black Diamond Lot size (0.75 - 1.25 cts),"Black Diamonds, Lot, 10 cts, in, size, 0.75 - 1.25 cts",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396470604-b8d64e1a3e19dbf691873ec7928542aedf49fe9817d0e48d2fa22d8277ee9991.gif,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396470604-b8d64e1a3e19dbf691873ec7928542aedf49fe9817d0e48d2fa22d8277ee9991.gif,,,,,,Black,Black Diamond,AAA,Very Good,Round,,Very Nice,10,Heat Treated,Africa,,10 ct.,Opaque,,,,0.75-1.25 ct.,,,,,,
6610,BLD8012006030,899.0000,22,0.01,1,10 Cts twt. Black Diamond Lot size 7.0-8.0 mm (1.50-2.50  cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,10 Cts twt. Black Diamond Lot size 7.0-8.0 mm (1.50-2.50 cts),10 Cts twt. Black Diamond Lot size 7.0-8.0 mm (1.50-2.50 cts),"Black Diamonds, Lot, 10 cts, in, size, 7-8, mm, 1.50-2.50 cts",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,AAA,Very Good,Round,,Very Nice,10,Heat Treated,Africa,,10 ct.,Opaque,,,,1.50-2.50 ct.,7-8 mm,,,,,
6613,BLD8012006033,1001.0000,14,0.01,1,10 Cts twt. Black Diamond Lot size 8.0-10.0 mm (2.00 - 4.00 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,10 Cts twt. Black Diamond Lot size 8.0-10.0 mm (2.00 - 4.00 cts),10 Cts twt. Black Diamond Lot size 8.0-10.0 mm (2.00 - 4.00 cts),"Black, Diamonds, Lot, 10, cts, in, size, 8-10, mm, 2-4, cts",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,AA,Very Good,Round,,Very Nice,10,Heat Treated,Africa,,10 ct.,Opaque,,,,2-4 ct.,8-10 mm,,,,,
6615,BLD8012006035,99.0000,7,0.01,1,1.50 Ct Twt Black Diamond Lot size 4-6 mm (0.25 - 0.75 ct),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,1.50 Ct Twt Black Diamond Lot size 4-6 mm (0.25 - 0.75 ct),1.50 Ct Twt Black Diamond Lot size 4-6 mm (0.25 - 0.75 ct),"Black Diamonds, Lot, 1.5 cts, in, size, 4-6 mm",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,AAA,Very Good,Round,,Very Nice,10,Treated,Africa,,1.50 ct.,Opaque,,,,0.25-0.75 ct.,4-6 mm,,,,,
6637,BLD8012006057,100.0000,78,0.01,1,1 Cts twt. Black Diamond Lot size 4-4.5 mm (0.30-0.40 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,1 Cts twt. Black Diamond Lot size 4-4.5 mm (0.30-0.40 cts),1 Cts twt. Black Diamond Lot size 4-4.5 mm (0.30-0.40 cts),"Black Diamonds, Lot, 1 cts, in, size, 4-4.5 mm",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,AAA,Very Good,Round,,Very Nice,10,Heat Treated,Africa,4-4.5 mm,1 ct.,Opaque,,,,,,,,,,
6719,SC08040601,4.9900,69,0.01,1,Silk cords 16 Inches Long without clasps in (4 Colors),"Silk Cords in Shocking Light Pink , Black, Williamsburg Blue, and Antique Gold<br />16 Inches Long without clasps. <strong>(50 Pcs per color)</strong>",,Silk cords 16 Inches Long without clasps in (4 Colors),Silk cords 16 Inches Long without clasps in (4 Colors),"Silk, cords, 16, Inches, Long., 42, Colors, clasps",Silk Cord Necklace,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396512002-7c334eaf8cf0eebf3b01bda4c0ec562fbec4d0bcdad1070000def4b6700bb6fc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396512002-7c334eaf8cf0eebf3b01bda4c0ec562fbec4d0bcdad1070000def4b6700bb6fc.jpg,,,,,,Mixed,Silk Cord,,,,,,,,,,,,,,,,,,,,,
7308,DIA21,799.0000,19,0.01,1,8 Cts twt. Black Diamond Lot size 6.6-11.2 mm (1.0-5.0 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,8 Cts twt. Black Diamond Lot size 6.6-11.2 mm (1.0 - 5.0 cts),8 Cts twt. Black Diamond Lot size 6.6-11.2 mm (1.0 - 5.0 cts),"8 Carats, Black, Round, Diamond, Opaque, clarity, 1-5 carats, (lot)",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396483492-020f9cf216558cacf73a2d0e5dd5f0d0958d4ee89c6663e02ae565581310880e.jpg,,,,,,Black,Black Diamond,Commercial,Very Good,Round,,Nice,10,Irradiated,Africa,,8 ct.,Opaque,,,,1.0-5 ct.,6.6-11.2 mm,,,,,
7520,DIA022206399,999.0000,9,0.01,1,10 Cts twt. Black Diamond Lot size 4-5 mm (0.20-0.30 cts),"Diamond lots at below wholesale prices from Alpha Imports. These all time popular lots are widely used by jewelers, designers, eBay sellers and hobbyists. Available in various size configurations. Please check the table below for more details about this lot.",,10 Cts twt. Black Diamond Lot size 4-5 mm (0.20-0.30 cts),10 Cts twt. Black Diamond Lot size 4-5 mm (0.20-0.30 cts),"10 Carats, Black, Round, Diamond, Opaque, clarity, 0.20-0.30 pointers, (lot)",Diamond Deals and Steals,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396514232-e4bff242988d72624a78c105a40b92be56a6df5f785179cb2598272ddd1a976f.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396514232-e4bff242988d72624a78c105a40b92be56a6df5f785179cb2598272ddd1a976f.jpg,,,,,,Black,Black Diamond,A,Very Good,Round,,Nice,10,Irradiated,Africa,,10 ct.,Opaque,,,,0.20-0.30 ct.,4-5 mm,,,,,
15077,CDR90125,129.0000,85,0.01,1,0.25 Carats Black Diamond Ring in 14k  Gold,This is a genuine black diamond ring in 14K White Gold with approximately a 1/2 carat black diamond. The hottest look in jewelry Black Diamonds get their deep beauty from a special irradiation process. New trend!!,,0.25 Carats Diamond Ring in 14k Gold,0.25 Carats Diamond Ring in 14k Gold,"0.25 Carats, Black, Diamond, Ring, 14k  Gold",Engagement Solitaire Rings,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396477767-3320ccefb6983fdf4e3a8d47bd2f81412e5c31ee984b06cbb252b6b8573e5f6e.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396477767-3320ccefb6983fdf4e3a8d47bd2f81412e5c31ee984b06cbb252b6b8573e5f6e.jpg,,,,,,Black,Diamond,,Brilliant,Round,Opaque,,,Irradiated,Africa,4 mm,0.25 ct.,,14K White or Yellow Gold,2 Grams,,,,,,,,
15080,DSDIA30,101.0000,43,0.01,1,2.40 Carats Black Round Diamond Commercial Grade,Originated from the mines in Africa fair luster 2.40 Carats Commercial Grade Black Round Opaque Diamond,,2.40 Carats Black Round Diamond Commercial Grade,2.40 Carats Black Round Diamond Commercial Grade,"2.4 Carats Black Round Diamond, Black Round Diamond, black diamond",Black Diamonds,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,https://pub-f1751cc6619d4c769aceeaffe6043848.r2.dev/products/1786396516012-33de54cd471769639aec56ae850c7ef1808d9d57ad6b8a618142908e8a2b27dc.jpg,,,,,,Black,Diamond,Commercial,Brilliant,Round,Opaque,Nice,10,Irradiated,Africa,,2.40 ct.,,,,,,,,,,,
